date,deviation_pct,position_S1_thr3,position_S2_thr5,position_S3_sc10
2016-12-21,,0.0,0.0,0.0
2016-12-22,,0.0,0.0,0.0
2016-12-23,,0.0,0.0,0.0
2016-12-26,,0.0,0.0,0.0
2016-12-27,,0.0,0.0,0.0
2016-12-28,,0.0,0.0,0.0
2016-12-29,,0.0,0.0,0.0
2016-12-30,,0.0,0.0,0.0
2017-01-03,,0.0,0.0,0.0
2017-01-04,,0.0,0.0,0.0
2017-01-05,,0.0,0.0,0.0
2017-01-06,,0.0,0.0,0.0
2017-01-09,,0.0,0.0,0.0
2017-01-10,,0.0,0.0,0.0
2017-01-11,,0.0,0.0,0.0
2017-01-12,,0.0,0.0,0.0
2017-01-13,,0.0,0.0,0.0
2017-01-16,,0.0,0.0,0.0
2017-01-17,,0.0,0.0,0.0
2017-01-18,,0.0,0.0,0.0
2017-01-19,,0.0,0.0,0.0
2017-01-20,,0.0,0.0,0.0
2017-01-23,,0.0,0.0,0.0
2017-01-24,,0.0,0.0,0.0
2017-01-25,,0.0,0.0,0.0
2017-01-26,,0.0,0.0,0.0
2017-01-27,,0.0,0.0,0.0
2017-01-30,,0.0,0.0,0.0
2017-01-31,,0.0,0.0,0.0
2017-02-01,,0.0,0.0,0.0
2017-02-02,,0.0,0.0,0.0
2017-02-03,,0.0,0.0,0.0
2017-02-06,,0.0,0.0,0.0
2017-02-07,,0.0,0.0,0.0
2017-02-08,,0.0,0.0,0.0
2017-02-09,,0.0,0.0,0.0
2017-02-10,,0.0,0.0,0.0
2017-02-13,,0.0,0.0,0.0
2017-02-14,,0.0,0.0,0.0
2017-02-15,,0.0,0.0,0.0
2017-02-16,,0.0,0.0,0.0
2017-02-17,,0.0,0.0,0.0
2017-02-20,,0.0,0.0,0.0
2017-02-21,,0.0,0.0,0.0
2017-02-22,,0.0,0.0,0.0
2017-02-24,,0.0,0.0,0.0
2017-02-27,,0.0,0.0,0.0
2017-02-28,,0.0,0.0,0.0
2017-03-01,,0.0,0.0,0.0
2017-03-02,,0.0,0.0,0.0
2017-03-03,,0.0,0.0,0.0
2017-03-06,,0.0,0.0,0.0
2017-03-07,,0.0,0.0,0.0
2017-03-09,,0.0,0.0,0.0
2017-03-10,,0.0,0.0,0.0
2017-03-13,,0.0,0.0,0.0
2017-03-14,,0.0,0.0,0.0
2017-03-15,,0.0,0.0,0.0
2017-03-16,,0.0,0.0,0.0
2017-03-17,,0.0,0.0,0.0
2017-03-20,,0.0,0.0,0.0
2017-03-21,,0.0,0.0,0.0
2017-03-22,,0.0,0.0,0.0
2017-03-23,,0.0,0.0,0.0
2017-03-24,,0.0,0.0,0.0
2017-03-27,,0.0,0.0,0.0
2017-03-28,,0.0,0.0,0.0
2017-03-29,,0.0,0.0,0.0
2017-03-30,,0.0,0.0,0.0
2017-03-31,,0.0,0.0,0.0
2017-04-03,,0.0,0.0,0.0
2017-04-04,,0.0,0.0,0.0
2017-04-05,,0.0,0.0,0.0
2017-04-06,,0.0,0.0,0.0
2017-04-07,,0.0,0.0,0.0
2017-04-10,,0.0,0.0,0.0
2017-04-11,,0.0,0.0,0.0
2017-04-12,,0.0,0.0,0.0
2017-04-13,,0.0,0.0,0.0
2017-04-14,,0.0,0.0,0.0
2017-04-17,,0.0,0.0,0.0
2017-04-18,,0.0,0.0,0.0
2017-04-19,,0.0,0.0,0.0
2017-04-20,,0.0,0.0,0.0
2017-04-21,,0.0,0.0,0.0
2017-04-24,,0.0,0.0,0.0
2017-04-25,,0.0,0.0,0.0
2017-04-26,,0.0,0.0,0.0
2017-04-27,,0.0,0.0,0.0
2017-04-28,,0.0,0.0,0.0
2017-05-02,,0.0,0.0,0.0
2017-05-03,,0.0,0.0,0.0
2017-05-04,,0.0,0.0,0.0
2017-05-05,,0.0,0.0,0.0
2017-05-10,,0.0,0.0,0.0
2017-05-11,,0.0,0.0,0.0
2017-05-12,,0.0,0.0,0.0
2017-05-15,,0.0,0.0,0.0
2017-05-16,,0.0,0.0,0.0
2017-05-17,,0.0,0.0,0.0
2017-05-18,,0.0,0.0,0.0
2017-05-19,,0.0,0.0,0.0
2017-05-22,,0.0,0.0,0.0
2017-05-23,,0.0,0.0,0.0
2017-05-24,,0.0,0.0,0.0
2017-05-25,,0.0,0.0,0.0
2017-05-26,,0.0,0.0,0.0
2017-05-29,,0.0,0.0,0.0
2017-05-30,,0.0,0.0,0.0
2017-05-31,,0.0,0.0,0.0
2017-06-01,,0.0,0.0,0.0
2017-06-02,,0.0,0.0,0.0
2017-06-05,,0.0,0.0,0.0
2017-06-06,,0.0,0.0,0.0
2017-06-07,,0.0,0.0,0.0
2017-06-08,,0.0,0.0,0.0
2017-06-09,,0.0,0.0,0.0
2017-06-13,,0.0,0.0,0.0
2017-06-14,,0.0,0.0,0.0
2017-06-15,,0.0,0.0,0.0
2017-06-16,,0.0,0.0,0.0
2017-06-19,,0.0,0.0,0.0
2017-06-20,,0.0,0.0,0.0
2017-06-21,,0.0,0.0,0.0
2017-06-22,,0.0,0.0,0.0
2017-06-23,,0.0,0.0,0.0
2017-06-26,,0.0,0.0,0.0
2017-06-27,,0.0,0.0,0.0
2017-06-28,,0.0,0.0,0.0
2017-06-29,,0.0,0.0,0.0
2017-06-30,,0.0,0.0,0.0
2017-07-03,,0.0,0.0,0.0
2017-07-04,,0.0,0.0,0.0
2017-07-05,,0.0,0.0,0.0
2017-07-06,,0.0,0.0,0.0
2017-07-07,,0.0,0.0,0.0
2017-07-10,,0.0,0.0,0.0
2017-07-11,,0.0,0.0,0.0
2017-07-12,,0.0,0.0,0.0
2017-07-13,,0.0,0.0,0.0
2017-07-14,,0.0,0.0,0.0
2017-07-17,,0.0,0.0,0.0
2017-07-18,,0.0,0.0,0.0
2017-07-19,,0.0,0.0,0.0
2017-07-20,,0.0,0.0,0.0
2017-07-21,,0.0,0.0,0.0
2017-07-24,,0.0,0.0,0.0
2017-07-25,,0.0,0.0,0.0
2017-07-26,,0.0,0.0,0.0
2017-07-27,,0.0,0.0,0.0
2017-07-28,,0.0,0.0,0.0
2017-07-31,,0.0,0.0,0.0
2017-08-01,,0.0,0.0,0.0
2017-08-02,,0.0,0.0,0.0
2017-08-03,,0.0,0.0,0.0
2017-08-04,,0.0,0.0,0.0
2017-08-07,,0.0,0.0,0.0
2017-08-08,,0.0,0.0,0.0
2017-08-09,,0.0,0.0,0.0
2017-08-10,,0.0,0.0,0.0
2017-08-11,,0.0,0.0,0.0
2017-08-14,,0.0,0.0,0.0
2017-08-15,,0.0,0.0,0.0
2017-08-16,,0.0,0.0,0.0
2017-08-17,,0.0,0.0,0.0
2017-08-18,,0.0,0.0,0.0
2017-08-21,,0.0,0.0,0.0
2017-08-22,,0.0,0.0,0.0
2017-08-23,,0.0,0.0,0.0
2017-08-24,,0.0,0.0,0.0
2017-08-25,,0.0,0.0,0.0
2017-08-28,,0.0,0.0,0.0
2017-08-29,,0.0,0.0,0.0
2017-08-30,,0.0,0.0,0.0
2017-08-31,,0.0,0.0,0.0
2017-09-01,,0.0,0.0,0.0
2017-09-04,,0.0,0.0,0.0
2017-09-05,,0.0,0.0,0.0
2017-09-06,,0.0,0.0,0.0
2017-09-07,,0.0,0.0,0.0
2017-09-08,,0.0,0.0,0.0
2017-09-11,,0.0,0.0,0.0
2017-09-12,,0.0,0.0,0.0
2017-09-13,,0.0,0.0,0.0
2017-09-14,,0.0,0.0,0.0
2017-09-15,,0.0,0.0,0.0
2017-09-18,,0.0,0.0,0.0
2017-09-19,,0.0,0.0,0.0
2017-09-20,,0.0,0.0,0.0
2017-09-21,,0.0,0.0,0.0
2017-09-22,,0.0,0.0,0.0
2017-09-25,,0.0,0.0,0.0
2017-09-26,,0.0,0.0,0.0
2017-09-27,,0.0,0.0,0.0
2017-09-28,,0.0,0.0,0.0
2017-09-29,,0.0,0.0,0.0
2017-10-02,,0.0,0.0,0.0
2017-10-03,,0.0,0.0,0.0
2017-10-04,,0.0,0.0,0.0
2017-10-05,,0.0,0.0,0.0
2017-10-06,,0.0,0.0,0.0
2017-10-09,,0.0,0.0,0.0
2017-10-10,,0.0,0.0,0.0
2017-10-11,,0.0,0.0,0.0
2017-10-12,,0.0,0.0,0.0
2017-10-13,,0.0,0.0,0.0
2017-10-16,,0.0,0.0,0.0
2017-10-17,,0.0,0.0,0.0
2017-10-18,,0.0,0.0,0.0
2017-10-19,,0.0,0.0,0.0
2017-10-20,,0.0,0.0,0.0
2017-10-23,,0.0,0.0,0.0
2017-10-24,,0.0,0.0,0.0
2017-10-25,,0.0,0.0,0.0
2017-10-26,,0.0,0.0,0.0
2017-10-27,,0.0,0.0,0.0
2017-10-30,,0.0,0.0,0.0
2017-10-31,,0.0,0.0,0.0
2017-11-01,,0.0,0.0,0.0
2017-11-02,,0.0,0.0,0.0
2017-11-03,,0.0,0.0,0.0
2017-11-07,,0.0,0.0,0.0
2017-11-08,,0.0,0.0,0.0
2017-11-09,,0.0,0.0,0.0
2017-11-10,,0.0,0.0,0.0
2017-11-13,,0.0,0.0,0.0
2017-11-14,,0.0,0.0,0.0
2017-11-15,,0.0,0.0,0.0
2017-11-16,,0.0,0.0,0.0
2017-11-17,,0.0,0.0,0.0
2017-11-20,,0.0,0.0,0.0
2017-11-21,,0.0,0.0,0.0
2017-11-22,,0.0,0.0,0.0
2017-11-23,,0.0,0.0,0.0
2017-11-24,,0.0,0.0,0.0
2017-11-27,,0.0,0.0,0.0
2017-11-28,,0.0,0.0,0.0
2017-11-29,,0.0,0.0,0.0
2017-11-30,,0.0,0.0,0.0
2017-12-01,,0.0,0.0,0.0
2017-12-04,,0.0,0.0,0.0
2017-12-05,,0.0,0.0,0.0
2017-12-06,,0.0,0.0,0.0
2017-12-07,,0.0,0.0,0.0
2017-12-08,,0.0,0.0,0.0
2017-12-11,,0.0,0.0,0.0
2017-12-12,,0.0,0.0,0.0
2017-12-13,,0.0,0.0,0.0
2017-12-14,,0.0,0.0,0.0
2017-12-15,,0.0,0.0,0.0
2017-12-18,,0.0,0.0,0.0
2017-12-19,,0.0,0.0,0.0
2017-12-20,,0.0,0.0,0.0
2017-12-21,,0.0,0.0,0.0
2017-12-22,,0.0,0.0,0.0
2017-12-25,,0.0,0.0,0.0
2017-12-26,,0.0,0.0,0.0
2017-12-27,,0.0,0.0,0.0
2017-12-28,,0.0,0.0,0.0
2017-12-29,,0.0,0.0,0.0
2018-01-03,,0.0,0.0,0.0
2018-01-04,,0.0,0.0,0.0
2018-01-05,,0.0,0.0,0.0
2018-01-09,,0.0,0.0,0.0
2018-01-10,,0.0,0.0,0.0
2018-01-11,,0.0,0.0,0.0
2018-01-12,,0.0,0.0,0.0
2018-01-15,,0.0,0.0,0.0
2018-01-16,,0.0,0.0,0.0
2018-01-17,,0.0,0.0,0.0
2018-01-18,,0.0,0.0,0.0
2018-01-19,,0.0,0.0,0.0
2018-01-22,,0.0,0.0,0.0
2018-01-23,,0.0,0.0,0.0
2018-01-24,,0.0,0.0,0.0
2018-01-25,,0.0,0.0,0.0
2018-01-26,,0.0,0.0,0.0
2018-01-29,,0.0,0.0,0.0
2018-01-30,,0.0,0.0,0.0
2018-01-31,,0.0,0.0,0.0
2018-02-01,,0.0,0.0,0.0
2018-02-02,,0.0,0.0,0.0
2018-02-05,,0.0,0.0,0.0
2018-02-06,,0.0,0.0,0.0
2018-02-07,,0.0,0.0,0.0
2018-02-08,,0.0,0.0,0.0
2018-02-09,,0.0,0.0,0.0
2018-02-12,,0.0,0.0,0.0
2018-02-13,,0.0,0.0,0.0
2018-02-14,,0.0,0.0,0.0
2018-02-15,,0.0,0.0,0.0
2018-02-16,,0.0,0.0,0.0
2018-02-19,,0.0,0.0,0.0
2018-02-20,,0.0,0.0,0.0
2018-02-21,,0.0,0.0,0.0
2018-02-22,,0.0,0.0,0.0
2018-02-26,,0.0,0.0,0.0
2018-02-27,,0.0,0.0,0.0
2018-02-28,,0.0,0.0,0.0
2018-03-01,,0.0,0.0,0.0
2018-03-02,,0.0,0.0,0.0
2018-03-05,,0.0,0.0,0.0
2018-03-06,,0.0,0.0,0.0
2018-03-07,,0.0,0.0,0.0
2018-03-09,25.147377755465673,0.0,0.0,0.0
2018-03-12,25.384218945855963,0.0,-1.0,-1.0
2018-03-13,25.302870710587122,0.0,-1.0,-1.0
2018-03-14,22.87799636350161,0.0,-1.0,-1.0
2018-03-15,22.630673992164006,0.0,-1.0,-1.0
2018-03-16,23.686222137363444,0.0,-1.0,-1.0
2018-03-19,22.9135977710464,0.0,-1.0,-1.0
2018-03-20,23.04678290859794,0.0,-1.0,-1.0
2018-03-21,23.827604033906514,0.0,-1.0,-1.0
2018-03-22,22.304079321318525,0.0,-1.0,-1.0
2018-03-23,22.204566368036694,0.0,-1.0,-1.0
2018-03-26,19.891227130996914,0.0,-1.0,-1.0
2018-03-27,20.959890382376578,0.0,-1.0,-1.0
2018-03-28,20.301071149556904,0.0,-1.0,-1.0
2018-03-29,21.600638535742057,0.0,-1.0,-1.0
2018-03-30,21.14225579611628,0.0,-1.0,-1.0
2018-04-02,20.401117509341795,0.0,-1.0,-1.0
2018-04-03,20.876294114407678,0.0,-1.0,-1.0
2018-04-04,20.738298359675156,0.0,-1.0,-1.0
2018-04-05,22.19014915192179,0.0,-1.0,-1.0
2018-04-06,21.347337464632112,0.0,-1.0,-1.0
2018-04-09,12.294898014495637,0.0,-1.0,-1.0
2018-04-10,18.670257047221096,0.0,-1.0,-1.0
2018-04-11,19.488061329146333,0.0,-1.0,-1.0
2018-04-12,19.970928061084958,0.0,-1.0,-1.0
2018-04-13,18.48271602240381,0.0,-1.0,-1.0
2018-04-16,16.833824906686324,0.0,-1.0,-1.0
2018-04-17,19.14670437118644,0.0,-1.0,-1.0
2018-04-18,21.57725388636653,0.0,-1.0,-1.0
2018-04-19,20.780075251507846,0.0,-1.0,-1.0
2018-04-20,21.023785319863574,0.0,-1.0,-1.0
2018-04-23,22.08929855178303,0.0,-1.0,-1.0
2018-04-24,22.057765829161546,0.0,-1.0,-1.0
2018-04-25,22.26074439924737,0.0,-1.0,-1.0
2018-04-26,24.227066612911674,0.0,-1.0,-1.0
2018-04-27,24.781275709958695,0.0,-1.0,-1.0
2018-04-28,24.47648763736392,0.0,-1.0,-1.0
2018-04-30,25.08946612525287,0.0,-1.0,-1.0
2018-05-02,25.194589195955054,0.0,-1.0,-1.0
2018-05-03,23.78441669562026,0.0,-1.0,-1.0
2018-05-04,24.651298723927063,0.0,-1.0,-1.0
2018-05-07,25.06079887956392,0.0,-1.0,-1.0
2018-05-08,25.64842634296205,0.0,-1.0,-1.0
2018-05-10,26.215013824524004,0.0,-1.0,-1.0
2018-05-11,27.85459853293275,0.0,-1.0,-1.0
2018-05-14,29.12375193273622,0.0,-1.0,-1.0
2018-05-15,28.202946599601162,0.0,-1.0,-1.0
2018-05-16,28.60324847920146,0.0,-1.0,-1.0
2018-05-17,27.791532268316942,0.0,-1.0,-1.0
2018-05-18,28.447316874759075,0.0,-1.0,-1.0
2018-05-21,28.783309832975213,0.0,-1.0,-1.0
2018-05-22,28.498223530351563,0.0,-1.0,-1.0
2018-05-23,26.808656088857497,0.0,-1.0,-1.0
2018-05-24,26.686892563975096,0.0,-1.0,-1.0
2018-05-25,27.59322147236518,0.0,-1.0,-1.0
2018-05-28,27.892383405626187,0.0,-1.0,-1.0
2018-05-29,27.315569719685406,0.0,-1.0,-1.0
2018-05-30,27.339900390547143,0.0,-1.0,-1.0
2018-05-31,27.830752419871473,0.0,-1.0,-1.0
2018-06-01,27.30388035134115,0.0,-1.0,-1.0
2018-06-04,28.9057734224492,0.0,-1.0,-1.0
2018-06-05,28.605526299867677,0.0,-1.0,-1.0
2018-06-06,28.684582662730307,0.0,-1.0,-1.0
2018-06-07,28.92869902619941,0.0,-1.0,-1.0
2018-06-08,26.738613574616043,0.0,-1.0,-1.0
2018-06-09,27.49574145149074,0.0,-1.0,-1.0
2018-06-11,26.719285121525903,0.0,-1.0,-1.0
2018-06-13,27.188728610000858,0.0,-1.0,-1.0
2018-06-14,26.13417311614461,0.0,-1.0,-1.0
2018-06-15,26.272196975535444,0.0,-1.0,-1.0
2018-06-18,26.46908987301635,0.0,-1.0,-1.0
2018-06-19,26.787469347336888,0.0,-1.0,-1.0
2018-06-20,28.033862531666777,0.0,-1.0,-1.0
2018-06-21,27.303371448527013,0.0,-1.0,-1.0
2018-06-22,27.359074541510388,0.0,-1.0,-1.0
2018-06-25,26.52542720699762,0.0,-1.0,-1.0
2018-06-26,26.490326142703147,0.0,-1.0,-1.0
2018-06-27,27.68532561580073,0.0,-1.0,-1.0
2018-06-28,27.252837408929587,0.0,-1.0,-1.0
2018-06-29,29.490945734417128,0.0,-1.0,-1.0
2018-07-02,30.85901554330741,0.0,-1.0,-1.0
2018-07-03,29.678043195239525,0.0,-1.0,-1.0
2018-07-04,29.71355252648693,0.0,-1.0,-1.0
2018-07-05,31.663742803878847,0.0,-1.0,-1.0
2018-07-06,31.326737403353743,0.0,-1.0,-1.0
2018-07-09,32.18668412662844,0.0,-1.0,-1.0
2018-07-10,31.411666142394836,0.0,-1.0,-1.0
2018-07-11,29.51814312617651,0.0,-1.0,-1.0
2018-07-12,28.316941658516924,0.0,-1.0,-1.0
2018-07-13,29.459739026896827,0.0,-1.0,-1.0
2018-07-16,28.67787056966766,0.0,-1.0,-1.0
2018-07-17,27.75072636461642,0.0,-1.0,-1.0
2018-07-18,26.76238587306714,0.0,-1.0,-1.0
2018-07-19,25.34170787629122,0.0,-1.0,-1.0
2018-07-20,23.885423872592003,0.0,-1.0,-1.0
2018-07-23,24.434364585312075,0.0,-1.0,-1.0
2018-07-24,25.2465055694149,0.0,-1.0,-1.0
2018-07-25,25.455068179492237,0.0,-1.0,-1.0
2018-07-26,25.909963130318904,0.0,-1.0,-1.0
2018-07-27,25.950583228799395,0.0,-1.0,-1.0
2018-07-30,25.763931661667105,0.0,-1.0,-1.0
2018-07-31,26.680686784205786,0.0,-1.0,-1.0
2018-08-01,26.54671194614089,0.0,-1.0,-1.0
2018-08-02,25.9595101467357,0.0,-1.0,-1.0
2018-08-03,26.094650983230117,0.0,-1.0,-1.0
2018-08-06,26.317917999306317,0.0,-1.0,-1.0
2018-08-07,26.78276328192195,0.0,-1.0,-1.0
2018-08-08,26.956235005208672,0.0,-1.0,-1.0
2018-08-09,28.458102265919006,0.0,-1.0,-1.0
2018-08-10,27.04292849884893,0.0,-1.0,-1.0
2018-08-13,28.233674238876105,0.0,-1.0,-1.0
2018-08-14,27.58939567451375,0.0,-1.0,-1.0
2018-08-15,27.277795667615614,0.0,-1.0,-1.0
2018-08-16,26.78348147196221,0.0,-1.0,-1.0
2018-08-17,27.160949738824858,0.0,-1.0,-1.0
2018-08-20,27.866088463662454,0.0,-1.0,-1.0
2018-08-21,27.929218376072342,0.0,-1.0,-1.0
2018-08-22,28.025406954817544,0.0,-1.0,-1.0
2018-08-23,26.11078415475432,0.0,-1.0,-1.0
2018-08-24,26.83894785031682,0.0,-1.0,-1.0
2018-08-27,28.501368608936573,0.0,-1.0,-1.0
2018-08-28,28.62063957343286,0.0,-1.0,-1.0
2018-08-29,30.33736800999698,0.0,-1.0,-1.0
2018-08-30,29.579742531627986,0.0,-1.0,-1.0
2018-08-31,29.864304207352465,0.0,-1.0,-1.0
2018-09-03,29.54065483632402,0.0,-1.0,-1.0
2018-09-04,29.677409643553453,0.0,-1.0,-1.0
2018-09-05,29.029491619346935,0.0,-1.0,-1.0
2018-09-06,30.33146186138498,0.0,-1.0,-1.0
2018-09-07,30.64951182850266,0.0,-1.0,-1.0
2018-09-10,31.491857673057066,0.0,-1.0,-1.0
2018-09-11,29.23658384062535,0.0,-1.0,-1.0
2018-09-12,28.445786973920704,0.0,-1.0,-1.0
2018-09-13,28.93542271316507,0.0,-1.0,-1.0
2018-09-14,29.070570360782042,0.0,-1.0,-1.0
2018-09-17,30.044252612383282,0.0,-1.0,-1.0
2018-09-18,30.757575062417743,0.0,-1.0,-1.0
2018-09-19,29.782414948201485,0.0,-1.0,-1.0
2018-09-20,29.472680680736897,0.0,-1.0,-1.0
2018-09-21,30.42555777179974,0.0,-1.0,-1.0
2018-09-24,29.987555750656703,0.0,-1.0,-1.0
2018-09-25,30.62431639746668,0.0,-1.0,-1.0
2018-09-26,29.52424271483194,0.0,-1.0,-1.0
2018-09-27,31.22707062730672,0.0,-1.0,-1.0
2018-09-28,31.064214653797826,0.0,-1.0,-1.0
2018-10-01,30.35046891980322,0.0,-1.0,-1.0
2018-10-02,28.831093757773175,0.0,-1.0,-1.0
2018-10-03,31.17648753171722,0.0,-1.0,-1.0
2018-10-04,30.48247256995198,0.0,-1.0,-1.0
2018-10-05,29.602660956628334,0.0,-1.0,-1.0
2018-10-08,30.199679954118118,0.0,-1.0,-1.0
2018-10-09,29.307019173404015,0.0,-1.0,-1.0
2018-10-10,27.79599267169943,0.0,-1.0,-1.0
2018-10-11,24.972381819121402,0.0,-1.0,-1.0
2018-10-12,26.271951492120248,0.0,-1.0,-1.0
2018-10-15,24.639081997986544,0.0,-1.0,-1.0
2018-10-16,25.55008795302276,0.0,-1.0,-1.0
2018-10-17,25.208498916559986,0.0,-1.0,-1.0
2018-10-18,23.534919161001298,0.0,-1.0,-1.0
2018-10-19,21.43495635645374,0.0,-1.0,-1.0
2018-10-22,18.861505377409937,0.0,-1.0,-1.0
2018-10-23,18.788788752504495,0.0,-1.0,-1.0
2018-10-24,20.27268059501315,0.0,-1.0,-1.0
2018-10-25,20.02568443189825,0.0,-1.0,-1.0
2018-10-26,17.87173230726664,0.0,-1.0,-1.0
2018-10-29,18.68313316112584,0.0,-1.0,-1.0
2018-10-30,17.767373710110903,0.0,-1.0,-1.0
2018-10-31,20.367896018139575,0.0,-1.0,-1.0
2018-11-01,20.590804439668652,0.0,-1.0,-1.0
2018-11-02,21.29539856044076,0.0,-1.0,-1.0
2018-11-06,22.924918979562015,0.0,-1.0,-1.0
2018-11-07,24.87030636997869,0.0,-1.0,-1.0
2018-11-08,25.040323727816283,0.0,-1.0,-1.0
2018-11-09,23.8780970646018,0.0,-1.0,-1.0
2018-11-12,23.437823685987457,0.0,-1.0,-1.0
2018-11-13,22.593733195427745,0.0,-1.0,-1.0
2018-11-14,20.481421078256613,0.0,-1.0,-1.0
2018-11-15,20.0249800558582,0.0,-1.0,-1.0
2018-11-16,19.495192457694888,0.0,-1.0,-1.0
2018-11-19,19.538582707664954,0.0,-1.0,-1.0
2018-11-20,18.288065337323612,0.0,-1.0,-1.0
2018-11-21,18.81175905127077,0.0,-1.0,-1.0
2018-11-22,19.095354015995735,0.0,-1.0,-1.0
2018-11-23,18.27940169638904,0.0,-1.0,-1.0
2018-11-26,16.8779406078567,0.0,-1.0,-1.0
2018-11-27,17.700959225389234,0.0,-1.0,-1.0
2018-11-28,19.694667834906166,0.0,-1.0,-1.0
2018-11-29,19.910921799445227,0.0,-1.0,-1.0
2018-11-30,19.340853640922973,0.0,-1.0,-1.0
2018-12-03,21.369646699213973,0.0,-1.0,-1.0
2018-12-04,21.835003429963074,0.0,-1.0,-1.0
2018-12-05,22.04910882258664,0.0,-1.0,-1.0
2018-12-06,20.31577691598383,0.0,-1.0,-1.0
2018-12-07,20.8808256967264,0.0,-1.0,-1.0
2018-12-10,19.227565526254264,0.0,-1.0,-1.0
2018-12-11,19.18307029407149,0.0,-1.0,-1.0
2018-12-12,17.942747367091492,0.0,-1.0,-1.0
2018-12-13,18.62482362382034,0.0,-1.0,-1.0
2018-12-14,17.943074082467938,0.0,-1.0,-1.0
2018-12-17,17.763980482256848,0.0,-1.0,-1.0
2018-12-18,17.293245700141657,0.0,-1.0,-1.0
2018-12-19,17.68263578845868,0.0,-1.0,-1.0
2018-12-20,17.2072699356846,0.0,-1.0,-1.0
2018-12-21,16.782385867967765,0.0,-1.0,-1.0
2018-12-24,15.554708533170558,0.0,-1.0,-1.0
2018-12-25,14.07494810377905,0.0,-1.0,-1.0
2018-12-26,15.051373325721308,0.0,-1.0,-1.0
2018-12-27,15.82002020985318,0.0,-1.0,-1.0
2018-12-28,17.247979225930933,0.0,-1.0,-1.0
2018-12-29,17.68006204471373,0.0,-1.0,-1.0
2019-01-03,17.945542782924527,0.0,-1.0,-1.0
2019-01-04,19.383139110992985,0.0,-1.0,-1.0
2019-01-08,18.12991180619534,0.0,-1.0,-1.0
2019-01-09,18.66036406661482,0.0,-1.0,-1.0
2019-01-10,19.533780617150963,0.0,-1.0,-1.0
2019-01-11,19.79848632185146,0.0,-1.0,-1.0
2019-01-14,19.600533620885475,0.0,-1.0,-1.0
2019-01-15,19.19603629942097,0.0,-1.0,-1.0
2019-01-16,18.786780978380136,0.0,-1.0,-1.0
2019-01-17,19.690610230783644,0.0,-1.0,-1.0
2019-01-18,20.776930658606997,0.0,-1.0,-1.0
2019-01-21,20.519166280061786,0.0,-1.0,-1.0
2019-01-22,20.689083623468306,0.0,-1.0,-1.0
2019-01-23,21.94309518785451,0.0,-1.0,-1.0
2019-01-24,21.201113889757206,0.0,-1.0,-1.0
2019-01-25,22.165689198230474,0.0,-1.0,-1.0
2019-01-28,21.196495882740084,0.0,-1.0,-1.0
2019-01-29,22.14075923337169,0.0,-1.0,-1.0
2019-01-30,22.69120481037028,0.0,-1.0,-1.0
2019-01-31,22.161754583852144,0.0,-1.0,-1.0
2019-02-01,22.210070516841206,0.0,-1.0,-1.0
2019-02-04,22.355573185665477,0.0,-1.0,-1.0
2019-02-05,23.246445340775335,0.0,-1.0,-1.0
2019-02-06,23.08721350495968,0.0,-1.0,-1.0
2019-02-07,21.822708274425363,0.0,-1.0,-1.0
2019-02-08,21.35370221612376,0.0,-1.0,-1.0
2019-02-11,21.860116800504592,0.0,-1.0,-1.0
2019-02-12,23.063970733715156,0.0,-1.0,-1.0
2019-02-13,21.07924994908896,0.0,-1.0,-1.0
2019-02-14,20.7454952336388,0.0,-1.0,-1.0
2019-02-15,21.62216913624968,0.0,-1.0,-1.0
2019-02-18,20.53013472604277,0.0,-1.0,-1.0
2019-02-19,20.20233296936005,0.0,-1.0,-1.0
2019-02-20,21.464362962852725,0.0,-1.0,-1.0
2019-02-21,20.425477088584778,0.0,-1.0,-1.0
2019-02-22,21.32135773559687,0.0,-1.0,-1.0
2019-02-25,21.096166468560252,0.0,-1.0,-1.0
2019-02-26,21.47852003363426,0.0,-1.0,-1.0
2019-02-27,21.512324229245074,0.0,-1.0,-1.0
2019-02-28,20.919462182151772,0.0,-1.0,-1.0
2019-03-01,20.432720393347314,0.0,-1.0,-1.0
2019-03-04,20.223003586666756,0.0,-1.0,-1.0
2019-03-05,19.80377307149068,0.0,-1.0,-1.0
2019-03-06,21.38093781787265,0.0,-1.0,-1.0
2019-03-07,20.28154994367657,0.0,-1.0,-1.0
2019-03-11,19.765354313014825,0.0,-1.0,-1.0
2019-03-12,19.559563769451316,0.0,-1.0,-1.0
2019-03-13,19.61029048609808,0.0,-1.0,-1.0
2019-03-14,18.850544589680474,0.0,-1.0,-1.0
2019-03-15,19.706100038935958,0.0,-1.0,-1.0
2019-03-18,19.516914787814187,0.0,-1.0,-1.0
2019-03-19,19.840214392160306,0.0,-1.0,-1.0
2019-03-20,20.245502300710825,0.0,-1.0,-1.0
2019-03-21,19.885541649449713,0.0,-1.0,-1.0
2019-03-22,19.540009437405526,0.0,-1.0,-1.0
2019-03-25,19.037710069611258,0.0,-1.0,-1.0
2019-03-26,19.93727480704468,0.0,-1.0,-1.0
2019-03-27,18.898989501188023,0.0,-1.0,-1.0
2019-03-28,19.29556025951955,0.0,-1.0,-1.0
2019-03-29,19.810403016364454,0.0,-1.0,-1.0
2019-04-01,20.816303601390818,0.0,-1.0,-1.0
